"subjectID","NEOFFI01","NEOFFI02","NEOFFI03","NEOFFI04","NEOFFI05","NEOFFI06","NEOFFI07","NEOFFI08","NEOFFI09","NEOFFI10","NEOFFI11","NEOFFI12","NEOFFI13","NEOFFI14","NEOFFI15","NEOFFI16","NEOFFI17","NEOFFI18","NEOFFI19","NEOFFI20","NEOFFI21","NEOFFI22","NEOFFI23","NEOFFI24","NEOFFI25","NEOFFI26","NEOFFI27","NEOFFI28","NEOFFI29","NEOFFI30","NEOFFI31","NEOFFI32","NEOFFI33","NEOFFI34","NEOFFI35","NEOFFI36","NEOFFI37","NEOFFI38","NEOFFI39","NEOFFI40","NEOFFI41","NEOFFI42","NEOFFI43","NEOFFI44","NEOFFI45","NEOFFI46","NEOFFI47","NEOFFI48","NEOFFI49","NEOFFI50","NEOFFI51","NEOFFI52","NEOFFI53","NEOFFI54","NEOFFI55","NEOFFI56","NEOFFI57","NEOFFI58","NEOFFI59","NEOFFI60","NEOFFI61","NEOFFI62","NEOFFI63","NEOFFI64","NEOFFI65","NEOFFI66","PID5BF01","PID5BF02","PID5BF03","PID5BF04","PID5BF05","PID5BF06","PID5BF07","PID5BF08","PID5BF09","PID5BF10","PID5BF11","PID5BF12","PID5BF13","PID5BF14","PID5BF15","PID5BF16","PID5BF17","PID5BF18","PID5BF19","PID5BF20","PID5BF21","PID5BF22","PID5BF23","PID5BF24","PID5BF25","PID5BF26","PID5BF27","PID5BF28","PID5BF29","PID5BF30","PID5BF31","PID5BF32","PID5BF33","PID5BF34","PID5BF35","PID5BF36","NEOneuro","NEOextra","NEOoff","NEOvertr","NEOgew","PIDNegativeAffect","PIDDetachment","PIDAntagonism","PIDDisinhibition","PIDPsychoticism","PIDAnankastia","Sex","Age","Edu","Occupation"
"18HSB",2,0,1,4,0,2,4,4,3,4,4,1,3,4,1,3,2,2,0,4,3,0,1,2,3,4,1,0,4,4,2,2,3,4,4,2,1,4,4,4,3,1,3,2,4,4,1,4,4,4,4,0,2,2,4,3,2,2,4,4,0,2,0,4,0,3,3,0,0,2,1,3,2,1,2,2,2,2,0,2,2,1,0,3,3,0,0,1,2,2,2,0,2,2,0,3,0,0,1,0,0,3,40,15,29,42,40,10,7,3,7,5,16,0.5,22,"abitur","0"
"18HVM",2,1,4,3,1,1,3,2,2,3,2,3,1,2,2,2,2,3,3,4,3,3,2,2,4,3,1,1,1,1,3,4,1,4,3,3,2,4,3,4,1,3,3,2,4,3,3,3,3,2,3,1,3,1,1,4,0,4,1,3,1,4,0,2,1,1,2,3,2,3,3,2,3,3,2,0,2,3,1,2,2,2,1,1,2,1,0,2,2,1,3,3,2,1,3,1,0,2,2,2,1,1,32,27,31,33,32,11,6,14,10,12,9,-0.5,19,"abitur","0"
"18LAJ",3,1,2,3,3,3,2,3,3,1,2,2,3,3,2,3,3,3,2,2,3,3,3,1,2,3,1,3,1,1,2,3,3,2,2,2,2,2,3,3,2,2,3,3,2,2,2,3,3,2,3,3,3,3,2,3,1,3,3,1,1,2,2,3,2,2,1,1,2,3,3,1,2,2,2,1,1,1,3,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,34,27,34,35,25,9,6,9,11,9,6,0.5,19,"abitur","0"
"18MDF",3,3,1,3,3,3,3,2,1,3,4,2,2,3,0,4,2,2,3,3,3,2,1,3,3,3,1,4,1,1,1,1,2,3,2,3,2,3,3,3,3,2,0,2,1,3,3,2,3,3,3,3,2,3,4,3,1,2,2,1,1,3,3,3,2,1,0,1,0,2,1,1,2,2,0,2,1,2,2,2,2,1,0,1,2,0,0,1,2,2,2,2,1,1,1,1,1,1,2,0,1,2,39,27,23,35,30,9,6,8,5,6,9,0.5,23,"abitur","0"
"18MSD",3,3,1,4,2,1,2,4,4,3,3,3,4,4,3,3,3,3,3,4,1,2,3,3,3,1,3,3,3,2,3,1,3,3,3,1,3,4,4,4,2,2,3,2,3,3,1,4,3,3,3,2,4,3,3,1,2,3,3,3,1,3,3,1,3,2,1,0,0,1,1,2,3,1,0,0,1,2,2,0,0,0,0,3,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,2,26,30,39,45,39,8,1,2,2,2,11,0.5,20,"abitur","0"
"18RDF",3,3,1,3,3,3,3,2,3,3,3,3,3,3,3,2,4,2,3,3,3,1,3,2,3,1,1,3,1,2,3,0,3,3,3,2,3,4,3,3,3,2,3,2,1,3,3,2,3,3,3,3,3,3,3,3,1,1,3,2,1,2,3,4,2,2,2,0,0,1,1,1,2,1,1,1,1,2,2,1,1,0,0,2,1,0,0,0,0,2,2,1,1,0,1,2,0,1,2,0,0,2,36,29,30,37,35,9,2,4,5,3,11,0.5,19,"abitur","0"
"18SSA",3,1,3,3,2,2,2,1,3,3,4,2,3,2,2,3,2,3,4,4,3,1,0,1,2,3,0,2,1,1,3,1,3,3,2,1,1,2,2,4,3,0,3,2,3,3,2,1,4,3,3,2,2,1,2,4,1,2,3,3,2,1,2,1,1,2,2,1,1,2,2,1,3,2,2,0,1,2,1,1,2,0,0,1,3,1,0,1,0,1,3,1,0,1,2,0,0,0,3,0,0,1,36,16,25,34,33,12,4,6,8,5,6,0.5,26,"master","1"
"19AAO",2,1,3,4,2,1,3,3,4,3,3,1,4,4,3,3,3,2,1,4,4,1,4,3,2,1,3,3,4,3,3,1,3,4,3,1,2,4,4,3,0,1,4,3,3,3,1,3,4,3,1,2,4,4,4,3,3,1,3,1,1,4,3,1,1,1,3,3,0,1,3,0,2,1,1,0,1,0,0,1,2,1,2,0,3,0,0,3,0,0,1,0,0,0,1,1,0,0,2,0,2,0,26,23,38,48,37,9,4,5,5,9,1,0.5,22,"abitur","0"
"19ASG",1,2,2,4,3,1,3,3,3,2,0,2,1,4,3,3,3,2,2,4,0,1,2,2,3,0,2,1,3,1,1,1,2,2,2,1,2,2,4,4,0,3,1,1,4,1,0,3,4,3,0,2,3,3,4,1,1,2,4,3,3,2,3,0,3,2,2,0,0,2,1,1,0,1,1,0,1,1,1,0,1,1,0,1,2,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,9,25,24,43,39,6,3,1,3,3,5,0.5,21,"abitur","1"
"19BEE",3,2,3,3,4,2,3,2,3,1,3,3,1,3,1,2,2,1,3,3,3,0,1,3,2,3,1,4,2,2,2,1,1,3,2,2,3,4,4,3,3,2,0,3,2,3,1,2,3,3,3,1,2,2,4,0,1,3,2,3,1,1,1,3,2,2,3,1,0,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,3,1,1,2,1,1,3,2,2,1,2,3,1,1,3,1,1,2,32,22,24,38,31,13,5,7,9,8,11,0.5,20,"abitur","0"
"19BMG",2,3,3,1,3,2,3,1,1,3,3,3,2,3,3,3,3,2,3,2,1,1,1,3,2,3,1,1,2,1,3,3,3,3,3,2,3,3,4,3,1,3,3,3,2,2,2,2,3,3,3,2,3,2,3,3,2,2,3,3,1,3,4,3,3,1,1,1,0,0,2,2,1,1,1,2,2,2,1,1,2,1,0,2,2,0,0,0,2,2,1,2,2,1,1,1,1,0,2,1,0,1,31,32,26,36,35,7,3,5,7,7,10,0.5,19,"abitur","0"
"19DKM",1,4,2,3,2,3,4,4,3,3,3,1,4,3,1,4,4,4,4,3,4,2,4,2,0,4,3,4,4,0,3,3,4,3,3,0,2,4,3,4,2,1,4,3,2,4,4,3,3,3,3,4,4,2,1,3,3,3,3,1,2,3,1,4,1,2,2,1,2,0,2,1,2,0,3,0,2,0,3,0,1,0,2,1,2,0,0,0,2,0,2,1,3,0,1,0,0,0,3,1,2,0,38,36,44,43,24,11,0,2,12,11,2,-0.5,32,"master","2"
"19ELG",1,4,1,3,2,1,3,3,4,2,1,3,2,3,3,1,3,2,3,3,1,2,3,3,2,1,2,3,3,1,1,2,4,3,2,1,3,4,3,3,1,2,3,3,1,2,3,4,3,3,1,3,2,2,3,2,1,3,3,1,3,2,1,2,3,3,1,2,1,1,2,1,1,2,0,0,1,2,2,0,1,1,0,1,0,0,1,0,2,1,0,1,0,1,2,1,1,0,1,1,2,2,16,34,34,44,27,5,2,5,4,9,8,-0.5,22,"abitur","0"
"19GSR",3,1,1,4,4,2,2,2,4,2,3,2,2,4,3,1,2,3,3,3,2,1,1,3,2,1,3,1,2,1,3,1,3,4,3,1,2,3,1,4,3,1,1,2,4,3,1,1,4,3,2,2,1,3,3,3,1,1,2,3,2,1,4,3,2,1,0,1,0,1,1,2,3,2,0,2,1,2,1,2,1,0,1,1,1,1,1,0,1,2,2,1,1,2,3,1,0,1,1,0,0,2,30,21,20,40,39,7,5,8,4,7,10,0.5,22,"abitur","0"
"19IHA",3,2,1,4,3,3,2,4,4,4,2,3,3,4,3,4,3,4,2,3,1,1,1,1,3,3,1,3,2,2,1,2,4,3,2,2,3,4,4,4,1,2,3,3,4,4,2,4,4,3,2,3,3,3,3,2,1,3,4,4,0,4,3,4,3,2,2,0,0,2,2,1,2,2,0,1,1,2,2,0,1,0,3,1,3,0,0,1,1,1,2,1,1,0,1,2,2,0,1,0,2,2,32,28,37,44,41,13,4,3,3,10,9,0.5,20,"abitur","0"
"19IMS",3,1,1,3,4,1,3,3,3,3,2,3,1,3,3,1,2,3,3,3,1,1,1,2,2,1,2,2,2,3,3,3,1,3,3,1,3,4,1,3,0,2,1,2,3,1,1,3,3,3,0,2,3,2,4,3,3,3,2,2,2,1,3,1,3,2,1,2,0,2,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,18,29,26,34,39,4,2,6,2,3,4,-0.5,20,"abitur","0"
"19KMD",3,2,2,4,4,1,3,3,3,4,1,4,3,4,3,2,3,3,4,4,1,3,3,2,4,2,3,4,2,3,2,3,4,4,4,2,4,2,3,4,1,3,2,3,3,3,1,4,4,4,2,3,3,1,4,2,1,3,3,4,0,4,1,0,3,1,2,1,0,1,3,1,2,1,1,0,1,1,1,2,1,1,0,1,2,0,0,1,1,1,1,1,1,0,0,2,0,1,1,0,0,1,22,36,36,42,46,8,2,6,4,5,7,0.5,25,"master","3"
"19LGB",3,1,2,4,3,2,3,3,3,3,3,2,3,2,2,3,2,2,3,3,3,1,2,1,2,2,1,1,3,1,4,2,3,2,3,1,2,4,2,4,2,1,2,3,3,3,1,3,4,3,2,2,2,3,2,1,1,2,3,1,2,3,3,3,1,3,2,1,0,2,2,1,3,2,1,2,1,1,3,0,2,1,0,1,1,0,0,1,3,2,2,2,2,2,1,0,0,0,2,0,0,0,32,20,29,41,33,11,7,5,7,7,5,-0.5,23,"bachelor","0"
"19MIG",0,3,3,3,3,1,4,0,4,3,1,3,1,3,3,1,3,2,3,4,1,1,1,3,3,3,1,0,0,3,3,3,3,3,0,2,3,3,3,3,1,3,0,2,1,3,1,1,3,3,1,1,2,3,4,3,1,2,1,0,1,1,3,1,3,1,1,1,0,1,1,0,2,2,1,0,0,0,3,0,2,0,0,1,0,0,0,0,2,0,0,2,2,0,2,0,0,0,2,0,0,2,21,30,18,34,33,6,1,5,7,5,3,-0.5,26,"ausbildung","5"
"19MJD",1,3,2,4,3,1,3,4,4,3,1,4,1,4,3,2,3,4,3,4,1,1,0,2,1,1,3,1,4,2,1,1,4,4,2,0,4,4,4,4,1,3,0,3,4,1,1,3,3,2,2,2,2,3,4,1,2,2,4,1,3,2,2,1,3,3,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,14,33,27,50,35,3,1,2,2,1,2,-0.5,22,"abitur","0"
"19MME",3,1,1,2,3,3,1,3,3,3,1,3,4,2,4,4,1,4,2,4,4,1,1,1,4,4,0,2,2,1,1,1,3,3,4,3,2,4,4,4,1,2,4,1,3,3,4,3,2,4,2,4,4,2,0,4,0,1,3,4,0,1,3,3,1,3,2,1,1,2,1,3,3,1,1,1,0,2,3,2,2,0,0,3,2,1,1,2,0,2,2,0,1,0,1,0,0,1,2,0,1,1,36,21,34,31,41,12,5,6,8,3,11,0.5,22,"bachelor","0"
"19MPH",1,1,3,4,3,2,3,3,2,4,4,1,2,3,4,3,1,3,4,4,2,2,1,3,3,3,1,3,2,2,2,1,1,3,3,1,2,4,3,3,3,1,1,1,2,3,1,4,4,3,2,2,3,3,3,2,3,4,3,3,3,2,3,3,1,2,1,1,1,2,1,2,2,1,2,0,0,2,2,1,2,1,0,2,2,0,0,2,0,1,2,1,2,1,1,1,0,1,2,0,0,2,31,20,32,42,40,9,5,5,9,2,10,-0.5,26,"master","6"
"19MRS",2,1,0,4,4,3,3,2,4,4,3,3,4,4,4,3,4,2,4,4,1,0,2,4,4,1,3,4,0,4,3,3,4,4,4,4,4,4,4,4,1,4,2,3,4,3,3,4,4,4,1,4,4,2,4,3,1,2,3,4,1,2,4,1,3,4,2,0,0,0,2,3,1,0,0,0,0,2,1,1,1,0,0,2,1,0,0,0,2,2,1,1,1,1,1,0,0,1,0,0,0,0,29,36,34,47,52,6,1,3,2,5,9,0.5,56,"realschule","2"
"19PMJ",1,2,2,3,3,1,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,1,2,3,3,1,1,1,3,2,3,1,3,3,2,1,3,3,3,2,2,3,1,3,1,3,2,2,2,2,1,3,2,1,3,1,1,2,3,1,3,2,1,3,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,24,27,27,40,29,8,5,6,8,8,6,0.5,27,"bachelor","1"
"19SEF",3,2,4,4,2,3,4,3,2,1,3,3,3,3,2,3,2,3,4,3,3,1,3,4,2,3,3,1,3,1,3,0,3,3,2,3,3,3,4,3,3,2,3,3,1,3,2,3,4,1,3,0,3,2,1,3,1,2,2,3,1,3,1,3,2,1,2,2,1,1,0,2,2,2,2,1,1,2,1,1,2,0,0,1,3,0,1,0,0,1,2,1,1,0,1,1,0,0,2,1,0,2,39,25,34,43,23,10,2,6,9,2,9,0.5,23,"abitur","0"
"20BHM",3,1,2,3,2,1,4,4,4,3,1,3,3,4,4,2,3,4,3,3,1,1,2,3,3,0,2,3,3,2,1,1,3,3,3,1,3,4,4,4,0,2,3,2,3,2,1,4,4,3,1,2,3,3,3,3,2,4,4,1,2,2,2,1,2,3,1,0,0,2,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,17,27,39,47,36,4,3,1,2,4,3,0.5,25,"master","3"
"20GNK",0,1,1,4,4,3,4,4,4,3,0,4,2,3,4,1,2,4,3,3,0,1,2,4,4,2,1,4,1,4,1,2,0,4,4,2,3,4,2,3,0,4,3,2,4,0,0,4,2,3,1,3,3,3,4,4,0,4,4,3,2,0,4,2,3,4,1,0,0,1,2,1,1,1,1,0,1,2,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,1,2,0,0,0,0,0,1,16,28,35,42,47,2,2,1,1,7,7,-0.5,26,"abitur","1"
"20HIR",3,3,1,4,2,3,4,4,4,3,0,4,2,4,4,1,3,3,4,4,0,1,3,4,2,2,3,1,4,1,3,1,3,4,2,1,4,3,4,4,1,4,2,4,4,3,0,2,4,3,1,3,3,3,4,1,4,3,4,0,3,3,1,4,4,3,1,0,1,0,2,0,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,0,1,23,38,30,56,34,2,4,0,5,2,4,0.5,22,"abitur","1"
"20HNM",3,4,0,4,4,3,3,4,3,3,0,4,2,4,3,1,4,3,3,4,0,4,2,3,3,0,2,4,2,3,4,3,1,4,3,1,4,1,3,4,1,4,3,0,3,0,4,4,1,3,0,4,4,0,4,0,4,4,1,1,2,2,3,1,3,1,1,1,0,0,1,1,1,2,1,0,0,1,0,0,0,1,0,2,1,1,1,0,0,1,0,1,1,0,1,0,0,0,2,0,0,1,14,47,32,33,41,3,0,5,5,2,6,-0.5,42,"master","6"
"20MAS",1,3,1,3,3,1,3,3,4,3,1,3,1,3,3,1,3,3,3,3,1,1,2,3,1,0,3,3,4,2,3,1,3,3,3,1,3,3,3,3,3,3,1,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3,4,1,3,1,3,0,3,1,1,0,1,1,2,1,1,1,1,1,0,1,1,2,1,0,0,1,1,0,2,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,17,35,29,44,34,5,4,4,6,3,4,0.5,24,"bachelor","0"
"20MAV",1,1,4,4,2,0,3,4,4,0,3,0,4,1,4,4,4,3,4,4,2,3,4,1,3,3,0,4,1,1,3,3,1,4,4,2,2,4,2,3,0,2,4,2,4,4,3,4,4,3,1,3,4,4,2,1,0,4,4,4,0,2,2,2,0,2,2,2,1,3,2,2,2,2,1,0,3,1,0,2,2,2,1,2,3,1,1,1,3,1,2,0,2,0,3,0,0,0,3,0,1,2,26,24,44,39,36,9,4,7,10,13,8,0.5,23,"abitur","0"
"20MMW",1,3,3,4,4,1,3,3,4,3,4,3,3,4,2,3,4,3,4,4,3,3,4,3,1,1,3,1,4,2,3,1,4,4,3,0,4,3,4,4,1,3,1,2,3,3,4,2,4,2,1,4,3,3,4,0,3,2,4,2,3,4,0,3,1,1,3,2,0,1,3,2,3,1,2,1,2,1,1,0,0,2,0,1,3,1,0,0,0,0,3,1,1,1,0,0,1,0,2,0,0,0,24,39,32,52,34,14,3,5,5,5,4,-0.5,20,"ausbildung","0"
"20MNM",2,4,3,4,4,3,3,3,3,3,2,3,3,4,3,3,4,3,3,4,3,1,3,3,4,1,3,3,3,1,3,3,4,3,4,1,3,4,3,4,2,2,1,3,3,3,1,3,3,3,2,3,3,2,3,3,2,3,3,3,1,1,1,3,3,2,3,1,0,2,2,2,2,0,1,0,0,0,2,0,1,1,0,2,3,1,0,0,0,0,0,1,1,1,1,0,1,1,1,2,0,1,31,35,36,41,40,11,3,4,4,3,5,0.5,46,"bachelor","6"
"20NAG",1,3,3,4,4,2,3,4,4,3,3,3,3,4,4,1,4,4,3,4,2,3,1,3,3,0,3,4,4,2,3,2,4,4,3,1,4,3,3,4,1,4,2,3,3,1,4,4,4,4,2,3,3,2,3,2,3,3,2,4,3,4,4,2,3,3,2,1,0,0,2,3,2,2,0,0,0,3,1,0,1,0,0,3,2,0,0,0,1,2,2,1,1,0,1,2,0,0,2,1,1,2,21,42,38,50,45,9,0,4,4,5,15,0.5,25,"bachelor","1"
"20SAC",2,1,2,3,4,3,3,1,4,4,3,3,3,4,4,4,2,3,3,3,3,2,2,3,3,2,1,0,1,3,2,0,3,3,3,2,3,4,3,4,1,2,3,2,0,2,1,2,4,4,2,1,2,3,4,2,3,2,3,1,0,2,4,3,3,3,2,1,0,1,2,0,2,2,1,2,0,1,0,0,2,0,2,0,2,0,0,1,0,0,2,0,1,2,0,3,0,0,2,0,3,3,31,25,27,41,41,8,6,3,6,7,7,0.5,21,"abitur","0"
"20SLK",3,2,2,3,3,0,3,3,4,2,3,2,1,4,2,3,2,3,2,3,3,2,2,1,2,0,1,3,1,2,3,1,3,2,3,3,2,2,3,3,2,1,2,2,3,3,1,4,2,2,1,2,3,3,3,3,1,2,3,3,1,3,1,0,2,3,2,0,0,2,2,1,3,1,0,1,1,2,2,1,3,1,0,2,3,0,0,1,2,0,3,1,1,2,0,0,0,0,1,1,0,0,27,22,30,37,32,13,6,3,5,5,5,0.5,25,"abitur","1"
"20TIA",1,2,4,4,1,2,3,4,4,1,3,4,3,4,1,1,3,3,3,3,3,2,3,3,1,1,1,3,1,1,3,2,3,3,3,2,3,3,3,3,1,3,3,2,2,1,1,4,4,3,3,2,3,3,3,3,2,3,4,2,1,2,1,1,3,3,2,1,1,1,2,1,1,1,1,0,2,1,0,1,2,1,0,1,2,0,2,0,1,1,1,0,2,0,2,0,0,0,2,1,0,0,25,31,39,44,25,6,1,3,10,7,4,-0.5,22,"abitur","0"
"21BBS",2,1,3,4,4,3,3,4,3,3,3,2,3,4,2,2,3,3,3,3,3,1,3,3,1,3,1,2,2,2,3,1,3,3,3,3,2,2,4,4,2,2,3,3,3,3,2,3,4,3,3,1,3,3,3,3,1,2,4,2,2,3,3,3,2,3,2,0,0,1,1,2,2,1,0,1,2,2,1,0,0,0,0,2,1,0,0,0,1,1,2,1,1,2,0,1,0,0,1,0,0,1,36,22,34,48,36,8,4,2,2,4,9,0.5,25,"bachelor","0"
"21DRS",3,4,2,1,3,4,4,1,0,2,3,1,0,3,3,4,3,2,2,4,3,3,0,1,4,3,3,3,1,0,3,0,4,2,4,3,2,4,2,4,4,0,4,3,3,3,1,3,4,3,4,1,4,2,2,4,3,2,4,3,1,0,1,4,0,0,1,0,1,1,2,1,1,0,3,0,3,2,3,2,1,1,2,2,1,1,1,0,2,1,1,0,3,1,1,1,3,0,1,1,0,0,45,25,29,26,36,10,2,3,10,10,7,0.5,22,"abitur","0"
"21EMW",1,1,4,4,1,3,3,4,2,0,4,1,3,4,1,4,3,3,3,2,4,1,1,1,2,4,1,0,1,1,3,1,4,3,3,3,1,2,1,2,4,0,3,1,1,4,3,2,4,1,4,2,2,1,0,3,1,3,1,4,1,3,1,4,1,1,2,2,2,1,2,3,3,1,2,3,3,1,3,0,3,0,2,3,3,1,0,2,3,0,3,2,3,2,1,0,0,1,3,1,3,0,45,19,31,31,19,14,8,7,13,14,7,0.5,19,"abitur","0"
"21GEG",4,2,1,3,4,0,2,4,4,3,0,3,3,2,4,0,3,4,2,4,0,3,3,1,3,0,1,1,1,2,0,3,2,3,2,1,2,2,1,4,1,2,4,0,1,1,2,3,3,3,0,3,4,1,3,1,3,3,1,3,0,0,3,0,3,2,0,3,0,2,3,2,0,1,0,1,2,2,0,1,0,1,1,2,0,2,0,1,0,3,0,0,0,1,2,2,0,2,1,1,2,2,8,32,34,24,39,0,5,9,1,10,13,-0.5,27,"bachelor","2"
"21GJF",1,2,3,3,0,0,3,3,3,2,0,4,3,1,2,1,3,4,3,3,1,4,3,1,0,1,1,4,2,1,0,1,3,3,1,1,3,4,3,3,1,4,3,1,1,1,0,4,0,1,1,2,4,1,3,1,3,3,2,1,1,3,3,1,3,1,1,1,2,1,2,1,0,2,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,33,41,28,21,1,1,5,6,4,1,-0.5,24,"abitur","0"
"21HZZ",3,2,3,4,3,4,4,2,1,2,4,4,4,4,2,4,4,2,4,4,4,1,2,2,3,4,2,4,0,1,4,3,4,2,3,4,4,2,3,4,3,2,4,2,4,4,3,4,4,3,2,3,4,1,2,4,2,3,2,3,0,3,3,4,4,1,3,0,2,2,3,1,3,0,3,2,2,2,3,3,3,2,1,3,3,0,0,0,1,1,3,0,3,0,2,3,2,0,3,0,0,1,48,38,38,33,37,17,4,3,14,9,11,0.5,21,"abitur","0"
"21IAT",1,0,3,3,2,3,0,4,3,1,3,0,2,3,1,3,0,4,3,3,1,0,4,2,1,3,0,2,2,1,1,1,1,2,2,0,0,4,1,3,2,0,3,1,2,3,1,4,2,2,0,1,4,2,1,4,0,4,2,2,2,2,1,2,0,2,0,0,1,2,1,1,1,0,1,1,2,0,0,0,1,3,0,1,0,0,1,2,0,0,1,1,1,2,1,0,0,0,2,2,0,1,26,3,39,32,22,2,7,1,7,4,3,-0.5,21,"abitur","0"
"21INV",4,1,1,4,4,4,2,3,4,2,4,0,2,4,3,4,2,4,3,4,4,0,2,3,3,4,2,1,1,3,4,1,4,2,4,2,1,4,4,4,2,0,2,2,4,4,1,4,4,4,4,2,3,3,3,4,0,2,4,4,0,4,4,4,1,3,3,0,0,3,1,2,3,0,1,1,0,2,3,2,1,0,0,2,3,0,0,1,0,0,3,0,2,1,1,1,0,0,2,1,0,3,48,13,32,45,46,15,6,2,6,2,10,0.5,20,"abitur","0"
"21KCH",4,3,1,3,2,2,3,3,3,3,0,3,3,3,3,0,3,3,2,3,1,3,3,3,3,1,2,1,2,3,1,2,2,2,2,2,3,2,2,3,2,2,2,2,1,0,2,3,2,2,2,4,3,3,3,2,2,3,3,2,2,3,3,0,4,3,2,1,0,1,2,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,17,36,29,38,33,6,3,5,3,4,1,0.5,21,"abitur","2"
"21KRM",2,3,3,1,4,1,3,2,4,1,3,3,3,4,3,3,2,1,1,4,3,2,1,1,3,3,1,1,2,1,2,2,3,3,4,2,2,2,2,4,3,1,1,1,2,3,3,4,3,4,3,3,3,1,3,3,2,4,1,2,1,3,3,3,2,3,1,1,0,1,3,3,2,2,1,2,1,2,1,1,2,1,1,2,1,2,0,1,1,2,1,2,2,2,1,1,0,2,2,1,0,1,34,29,28,31,38,6,6,10,7,7,11,-0.5,28,"ausbildung","5"
"21MPC",1,4,2,3,2,2,4,3,1,1,3,3,0,4,0,2,4,3,1,3,3,3,0,3,2,0,3,0,1,1,3,1,4,3,3,1,3,4,4,3,2,4,1,4,3,3,3,3,4,3,2,2,1,3,4,3,3,1,3,1,3,3,1,3,4,1,1,2,2,0,1,0,2,1,2,0,0,1,1,1,1,2,0,1,2,1,0,0,1,1,0,1,2,0,0,0,1,1,3,2,1,0,28,41,22,41,27,7,0,7,10,3,3,0.5,19,"abitur","0"
"21MRJ",3,1,1,3,3,1,2,2,3,3,3,2,2,3,3,3,2,3,2,3,2,2,1,2,3,1,1,3,2,2,3,2,2,3,3,1,2,3,3,3,2,2,1,2,3,3,3,1,3,4,2,3,3,3,4,3,3,2,2,4,1,1,4,1,2,3,1,2,0,2,2,3,3,2,1,1,1,2,2,1,1,0,0,2,2,2,0,2,0,2,2,2,1,2,1,0,1,1,1,0,0,2,28,27,24,36,42,11,7,10,4,4,11,0.5,24,"bachelor","1"
"21RSA",3,4,2,4,3,0,4,3,4,3,0,4,3,4,3,1,4,0,2,3,1,4,1,3,3,0,2,4,1,2,1,3,3,3,3,2,4,4,4,3,1,4,1,2,3,1,0,3,4,3,1,3,3,2,4,3,1,2,4,3,1,2,3,0,4,3,2,1,0,0,2,1,1,1,0,0,1,2,0,3,1,0,0,2,2,0,0,0,1,2,0,0,1,0,1,1,0,1,2,0,0,1,14,41,29,43,39,5,0,6,4,5,9,0.5,21,"abitur","0"
"22BCA",2,3,1,3,4,1,3,2,3,2,3,4,3,3,1,1,3,2,3,3,2,1,2,3,3,1,2,3,2,2,2,2,2,3,3,2,4,3,3,3,2,3,3,3,2,1,2,3,2,2,2,2,3,2,3,2,1,3,3,4,1,2,0,3,3,2,1,2,0,2,1,3,2,1,1,1,1,2,1,0,1,1,0,2,0,2,0,1,0,2,1,1,1,1,1,2,1,0,1,1,0,1,24,33,30,38,32,6,5,6,4,3,12,0.5,18,"abitur","0"
"22BIP",1,3,3,3,3,2,3,3,3,2,3,1,2,3,1,1,3,3,1,3,1,1,3,3,3,2,3,1,3,2,2,1,3,2,2,1,3,3,3,3,1,3,2,3,3,1,1,3,3,2,1,3,2,4,3,3,3,2,3,1,3,3,1,3,3,2,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,2,0,0,0,22,31,30,42,29,3,2,2,5,2,2,0.5,20,"abitur","0"
"22CRM",2,2,3,3,2,0,4,4,2,1,3,3,3,4,2,3,2,2,4,2,2,2,1,3,2,2,2,2,3,2,2,1,2,3,2,3,3,4,4,3,2,2,2,2,3,3,2,3,2,2,2,2,3,2,3,3,1,1,3,1,1,2,2,2,2,1,2,1,1,1,0,0,1,1,1,0,0,2,2,2,2,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,29,28,30,39,27,8,1,4,7,0,2,0.5,19,"abitur","0"
